training_id,employee_id,training_name,training_category,training_date,training_score,certification_status
1948,1814,Negotiation Skills,Soft Skills,2024-03-14,77.4,Certified
1949,1814,Machine Learning Operations,Technical,2024-04-18,82.0,Certified
1950,1814,Workplace Safety,Compliance,2024-06-30,73.4,Certified
1951,1816,Machine Learning Operations,Technical,2023-03-18,75.8,Certified
1952,1817,Presentation Mastery,Soft Skills,2025-01-02,81.0,In Progress
1953,1818,Coaching for Managers,Leadership,2023-03-08,82.0,Certified
1954,1819,HR Business Partnering,Leadership,2024-01-26,77.6,In Progress
1955,1821,Cloud Architecture Fundamentals,Technical,2025-01-20,73.1,Certified
1956,1821,Advanced System Design,Technical,2023-11-16,84.2,Certified
1957,1821,Anti-Bribery & Compliance,Compliance,2025-08-12,92.8,Certified
1958,1821,Data Visualization with BI Tools,Technical,2025-03-23,92.3,Certified
1959,1821,HR Business Partnering,Leadership,2025-07-13,96.8,In Progress
1960,1822,Data Visualization with BI Tools,Technical,2024-08-29,75.5,Certified
1961,1822,Machine Learning Operations,Technical,2024-10-14,85.6,In Progress
1962,1822,Negotiation Skills,Soft Skills,2023-01-15,89.3,Certified
1963,1822,Time Management,Soft Skills,2023-08-17,70.9,Certified
1964,1822,Coaching for Managers,Leadership,2023-02-16,78.7,Certified
1965,1823,Data Privacy Essentials,Compliance,2024-02-19,77.5,Certified
1966,1824,Coaching for Managers,Leadership,2025-06-30,74.1,Certified
1967,1824,Advanced System Design,Technical,2024-06-04,73.6,Certified
1968,1825,Advanced System Design,Technical,2023-10-16,64.7,Not Certified
1969,1825,Time Management,Soft Skills,2024-07-23,80.3,Certified
1970,1825,Negotiation Skills,Soft Skills,2024-03-18,89.9,Certified
1971,1827,Effective Communication,Soft Skills,2023-08-11,68.8,In Progress
1972,1828,Coaching for Managers,Leadership,2024-12-07,94.8,Certified
1973,1828,Data Visualization with BI Tools,Technical,2025-07-21,84.8,In Progress
1974,1828,Machine Learning Operations,Technical,2025-02-20,83.9,Certified
1975,1828,HR Business Partnering,Leadership,2023-11-09,89.6,Certified
1976,1829,Negotiation Skills,Soft Skills,2025-03-05,92.7,Certified
1977,1829,Data Visualization with BI Tools,Technical,2023-10-11,89.8,Certified
1978,1830,Negotiation Skills,Soft Skills,2024-05-16,76.2,Certified
1979,1830,Machine Learning Operations,Technical,2023-07-22,73.0,In Progress
1980,1830,Coaching for Managers,Leadership,2024-07-22,87.5,In Progress
1981,1831,Data Visualization with BI Tools,Technical,2024-10-12,72.1,Certified
1982,1831,Presentation Mastery,Soft Skills,2025-04-09,68.5,In Progress
1983,1831,Effective Communication,Soft Skills,2024-01-08,78.6,Certified
1984,1831,Anti-Bribery & Compliance,Compliance,2025-07-08,72.4,Certified
1985,1832,Workplace Safety,Compliance,2023-02-04,86.8,Certified
1986,1833,Machine Learning Operations,Technical,2023-02-22,93.2,In Progress
1987,1833,Data Visualization with BI Tools,Technical,2023-03-16,78.5,Certified
1988,1833,Coaching for Managers,Leadership,2025-02-16,77.1,In Progress
1989,1833,Anti-Bribery & Compliance,Compliance,2024-06-07,73.9,Certified
1990,1833,Presentation Mastery,Soft Skills,2023-11-14,80.9,In Progress
1991,1834,Advanced System Design,Technical,2024-06-27,71.5,Certified
1992,1834,Anti-Bribery & Compliance,Compliance,2023-01-04,88.3,Certified
1993,1834,Cloud Architecture Fundamentals,Technical,2024-03-03,81.0,Certified
1994,1835,Machine Learning Operations,Technical,2024-03-30,83.7,Certified
1995,1835,Cloud Architecture Fundamentals,Technical,2025-07-16,77.6,Certified
1996,1836,Data Visualization with BI Tools,Technical,2025-09-15,78.4,Certified
1997,1836,Time Management,Soft Skills,2024-10-23,86.9,In Progress
1998,1836,Advanced System Design,Technical,2023-10-08,80.7,Certified
1999,1837,Leading Through Change,Leadership,2024-08-27,77.0,In Progress
2000,1837,Data Visualization with BI Tools,Technical,2023-09-06,78.7,Certified
2001,1838,Time Management,Soft Skills,2023-04-12,72.1,In Progress
2002,1838,Cloud Architecture Fundamentals,Technical,2023-12-15,71.2,Certified
2003,1838,Advanced System Design,Technical,2023-08-25,66.7,Not Certified
2004,1838,Anti-Bribery & Compliance,Compliance,2025-04-17,89.0,Certified
2005,1838,Presentation Mastery,Soft Skills,2023-03-08,78.8,Certified
2006,1839,HR Business Partnering,Leadership,2023-03-28,73.2,Certified
2007,1839,Coaching for Managers,Leadership,2024-07-28,78.1,Certified
2008,1839,Anti-Bribery & Compliance,Compliance,2023-09-19,99.0,Certified
2009,1840,Machine Learning Operations,Technical,2023-02-08,98.7,Certified
2010,1841,Data Visualization with BI Tools,Technical,2023-11-11,81.1,In Progress
2011,1841,Time Management,Soft Skills,2025-04-15,73.9,Certified
2012,1841,Coaching for Managers,Leadership,2024-07-11,81.8,In Progress
2013,1841,Cloud Architecture Fundamentals,Technical,2024-05-06,75.8,Certified
2014,1841,HR Business Partnering,Leadership,2025-04-02,73.9,Certified
2015,1842,Time Management,Soft Skills,2024-09-17,90.2,Certified
2016,1842,Anti-Bribery & Compliance,Compliance,2024-10-17,83.3,Certified
2017,1842,Presentation Mastery,Soft Skills,2024-03-12,87.4,Certified
2018,1842,Coaching for Managers,Leadership,2025-03-02,84.4,Certified
2019,1843,Machine Learning Operations,Technical,2025-09-08,73.4,Certified
2020,1843,Effective Communication,Soft Skills,2024-02-19,87.3,In Progress
2021,1844,Data Visualization with BI Tools,Technical,2023-12-29,79.1,Certified
2022,1844,Negotiation Skills,Soft Skills,2023-12-17,83.7,Certified
2023,1844,Presentation Mastery,Soft Skills,2025-06-29,72.9,In Progress
2024,1844,Anti-Bribery & Compliance,Compliance,2024-07-30,83.0,Certified
2025,1844,Leading Through Change,Leadership,2024-06-01,89.1,Certified
2026,1845,Machine Learning Operations,Technical,2024-03-26,90.4,Certified
2027,1846,Data Privacy Essentials,Compliance,2025-02-15,94.3,Certified
2028,1847,Coaching for Managers,Leadership,2023-10-03,69.8,Not Certified
2029,1847,Advanced System Design,Technical,2025-05-02,81.9,Certified
2030,1847,HR Business Partnering,Leadership,2024-05-23,82.7,In Progress
2031,1848,Cloud Architecture Fundamentals,Technical,2025-03-19,83.9,Certified
2032,1848,Machine Learning Operations,Technical,2025-07-24,77.4,Certified
2033,1848,Anti-Bribery & Compliance,Compliance,2025-09-12,78.9,Certified
2034,1849,Effective Communication,Soft Skills,2023-08-02,84.3,In Progress
2035,1850,Workplace Safety,Compliance,2023-11-08,86.8,Certified
2036,1850,HR Business Partnering,Leadership,2024-05-17,73.8,Certified
2037,1850,Advanced System Design,Technical,2024-09-17,81.6,In Progress
2038,1850,Data Visualization with BI Tools,Technical,2024-06-08,93.2,Certified
2039,1851,Leading Through Change,Leadership,2024-09-21,90.2,Certified
2040,1851,Presentation Mastery,Soft Skills,2025-07-28,82.8,In Progress
2041,1851,Machine Learning Operations,Technical,2024-10-01,97.9,Certified
2042,1852,Negotiation Skills,Soft Skills,2023-02-03,80.1,Certified
2043,1852,Machine Learning Operations,Technical,2024-08-25,86.5,Certified
2044,1852,Data Visualization with BI Tools,Technical,2023-07-05,89.8,Certified
2045,1852,Cloud Architecture Fundamentals,Technical,2024-01-18,80.5,In Progress
2046,1853,Leading Through Change,Leadership,2023-11-05,83.8,In Progress
2047,1853,Presentation Mastery,Soft Skills,2024-07-22,76.5,Certified
2048,1856,Anti-Bribery & Compliance,Compliance,2023-03-02,81.3,In Progress
2049,1856,Negotiation Skills,Soft Skills,2024-05-05,87.0,Certified
2050,1856,Effective Communication,Soft Skills,2024-06-19,76.8,Certified
2051,1856,Advanced System Design,Technical,2023-04-29,79.2,Certified
2052,1856,Leading Through Change,Leadership,2024-08-08,68.7,Not Certified
2053,1857,Time Management,Soft Skills,2024-02-22,81.6,Certified
2054,1857,Advanced System Design,Technical,2024-11-06,63.6,Not Certified
2055,1858,Machine Learning Operations,Technical,2023-10-28,80.8,Certified
2056,1858,Anti-Bribery & Compliance,Compliance,2024-12-11,83.1,Certified
2057,1859,Workplace Safety,Compliance,2023-10-28,81.0,Certified
2058,1859,Anti-Bribery & Compliance,Compliance,2023-08-24,78.7,Certified
2059,1860,Presentation Mastery,Soft Skills,2023-09-27,78.6,Certified
2060,1860,Coaching for Managers,Leadership,2025-03-15,88.3,In Progress
2061,1860,Workplace Safety,Compliance,2025-03-04,92.1,Certified
2062,1860,Anti-Bribery & Compliance,Compliance,2024-03-03,83.1,Certified
2063,1862,Presentation Mastery,Soft Skills,2024-09-14,77.4,Certified
2064,1863,Coaching for Managers,Leadership,2025-01-13,81.3,In Progress
2065,1863,Workplace Safety,Compliance,2024-06-10,93.9,Certified
2066,1863,Presentation Mastery,Soft Skills,2025-02-14,85.9,In Progress
2067,1864,Data Privacy Essentials,Compliance,2023-07-17,80.4,Certified
2068,1864,Advanced System Design,Technical,2025-10-01,88.4,In Progress
2069,1865,HR Business Partnering,Leadership,2023-05-22,75.9,Certified
2070,1866,Coaching for Managers,Leadership,2024-09-19,81.0,In Progress
2071,1866,Machine Learning Operations,Technical,2025-06-19,86.5,Certified
2072,1866,Workplace Safety,Compliance,2024-09-07,83.7,Certified
2073,1866,Data Visualization with BI Tools,Technical,2025-08-24,78.0,Certified
2074,1867,Negotiation Skills,Soft Skills,2023-12-05,76.7,Certified
2075,1867,Cloud Architecture Fundamentals,Technical,2025-07-30,87.3,Certified
2076,1867,Machine Learning Operations,Technical,2024-05-01,72.5,Certified
2077,1867,Data Visualization with BI Tools,Technical,2023-05-15,85.2,In Progress
2078,1867,HR Business Partnering,Leadership,2023-02-28,89.4,Certified
2079,1868,Data Visualization with BI Tools,Technical,2024-03-28,72.7,Certified
2080,1868,Coaching for Managers,Leadership,2024-10-24,95.0,Certified
2081,1869,Machine Learning Operations,Technical,2024-04-11,80.7,In Progress
2082,1869,Time Management,Soft Skills,2025-09-04,87.7,In Progress
2083,1869,Advanced System Design,Technical,2025-04-03,75.3,Certified
2084,1870,Effective Communication,Soft Skills,2025-01-06,88.3,Certified
2085,1870,Negotiation Skills,Soft Skills,2024-05-05,88.1,In Progress
2086,1870,Data Visualization with BI Tools,Technical,2024-04-24,80.1,Certified
2087,1872,Leading Through Change,Leadership,2025-04-08,83.9,Certified
2088,1872,Presentation Mastery,Soft Skills,2023-01-31,71.6,Certified
2089,1873,HR Business Partnering,Leadership,2025-07-12,86.7,Certified
2090,1873,Leading Through Change,Leadership,2023-07-28,82.7,Certified
2091,1873,Presentation Mastery,Soft Skills,2024-01-22,69.8,Not Certified
2092,1873,Negotiation Skills,Soft Skills,2024-02-18,77.2,In Progress
2093,1874,Machine Learning Operations,Technical,2025-05-11,74.9,In Progress
2094,1874,Data Visualization with BI Tools,Technical,2024-09-08,88.0,In Progress
2095,1874,Negotiation Skills,Soft Skills,2024-06-14,88.7,In Progress
2096,1875,Workplace Safety,Compliance,2023-05-06,75.0,Certified
2097,1875,Machine Learning Operations,Technical,2025-02-02,76.3,Certified
2098,1876,Workplace Safety,Compliance,2024-12-04,80.6,Certified
2099,1876,HR Business Partnering,Leadership,2023-10-13,80.7,In Progress
2100,1876,Presentation Mastery,Soft Skills,2024-04-14,88.5,Certified
2101,1878,HR Business Partnering,Leadership,2024-07-28,80.2,In Progress
2102,1879,Advanced System Design,Technical,2023-09-16,94.7,Certified
2103,1879,Workplace Safety,Compliance,2023-10-11,70.8,In Progress
2104,1880,Anti-Bribery & Compliance,Compliance,2025-08-11,84.9,Certified
2105,1880,Leading Through Change,Leadership,2024-04-04,81.8,Certified
2106,1880,Machine Learning Operations,Technical,2024-07-26,96.3,Certified
2107,1880,Workplace Safety,Compliance,2024-02-28,83.9,Certified
2108,1880,Data Visualization with BI Tools,Technical,2024-11-23,81.3,Certified
2109,1881,Data Privacy Essentials,Compliance,2024-01-02,73.1,In Progress
2110,1881,Negotiation Skills,Soft Skills,2023-04-19,82.3,Certified
2111,1881,Time Management,Soft Skills,2025-05-08,86.2,Certified
2112,1881,Leading Through Change,Leadership,2023-11-27,92.9,Certified
2113,1881,Presentation Mastery,Soft Skills,2024-12-09,66.7,In Progress
2114,1882,Time Management,Soft Skills,2025-02-20,94.1,Certified
2115,1882,Negotiation Skills,Soft Skills,2024-06-15,95.8,Certified
2116,1882,Coaching for Managers,Leadership,2023-07-05,80.5,In Progress
2117,1882,Data Visualization with BI Tools,Technical,2023-03-13,71.2,In Progress
2118,1883,Data Visualization with BI Tools,Technical,2025-02-22,89.2,Certified
2119,1883,Time Management,Soft Skills,2023-09-05,76.9,Certified
2120,1885,Effective Communication,Soft Skills,2023-05-13,79.9,In Progress
2121,1886,Presentation Mastery,Soft Skills,2024-02-17,75.2,Certified
2122,1886,Workplace Safety,Compliance,2024-01-11,81.3,In Progress
2123,1887,HR Business Partnering,Leadership,2023-11-01,88.8,In Progress
2124,1887,Workplace Safety,Compliance,2025-09-13,83.3,Certified
2125,1887,Anti-Bribery & Compliance,Compliance,2025-09-15,87.8,Certified
2126,1887,Effective Communication,Soft Skills,2023-10-22,80.3,Certified
2127,1888,Machine Learning Operations,Technical,2025-07-15,77.5,Certified
2128,1889,Advanced System Design,Technical,2025-06-03,75.6,Certified
2129,1889,Machine Learning Operations,Technical,2025-07-28,76.1,Certified
2130,1891,Data Privacy Essentials,Compliance,2025-03-19,80.8,Certified
2131,1891,Advanced System Design,Technical,2023-12-30,79.8,Certified
2132,1892,Coaching for Managers,Leadership,2023-01-27,77.8,Certified
2133,1893,Leading Through Change,Leadership,2024-09-05,75.2,In Progress
2134,1895,Workplace Safety,Compliance,2023-05-17,87.0,Certified
2135,1895,Cloud Architecture Fundamentals,Technical,2025-07-02,82.5,Certified
2136,1895,Data Visualization with BI Tools,Technical,2025-08-08,80.7,Certified
2137,1895,Effective Communication,Soft Skills,2024-12-12,78.6,Certified
2138,1895,Machine Learning Operations,Technical,2024-04-18,90.1,Certified
2139,1896,Coaching for Managers,Leadership,2025-04-13,79.1,In Progress
2140,1896,Machine Learning Operations,Technical,2025-04-03,78.0,Certified
2141,1897,Data Visualization with BI Tools,Technical,2025-07-15,86.1,Certified
2142,1898,Machine Learning Operations,Technical,2023-09-20,74.5,Certified
2143,1899,Anti-Bribery & Compliance,Compliance,2025-06-24,69.2,Not Certified
2144,1899,Coaching for Managers,Leadership,2023-02-24,89.7,Certified
2145,1899,Time Management,Soft Skills,2023-08-07,81.2,Certified
2146,1899,Machine Learning Operations,Technical,2024-07-01,75.5,Certified
2147,1900,Negotiation Skills,Soft Skills,2024-11-15,99.0,Certified
2148,1900,Presentation Mastery,Soft Skills,2024-10-15,72.6,Certified
2149,1901,Presentation Mastery,Soft Skills,2024-01-14,84.7,In Progress
2150,1901,Cloud Architecture Fundamentals,Technical,2023-10-16,93.0,Certified
2151,1902,Machine Learning Operations,Technical,2025-02-18,88.0,Certified
2152,1902,Cloud Architecture Fundamentals,Technical,2025-01-25,68.9,In Progress
2153,1903,Anti-Bribery & Compliance,Compliance,2024-12-23,81.2,Certified
2154,1903,Negotiation Skills,Soft Skills,2025-07-03,84.5,Certified
2155,1903,Cloud Architecture Fundamentals,Technical,2023-08-06,80.3,Certified
2156,1903,Coaching for Managers,Leadership,2025-06-16,87.2,Certified
2157,1903,HR Business Partnering,Leadership,2023-12-18,84.5,Certified
2158,1904,Presentation Mastery,Soft Skills,2025-04-05,76.3,In Progress
2159,1904,Coaching for Managers,Leadership,2025-05-05,82.0,Certified
2160,1904,Cloud Architecture Fundamentals,Technical,2025-03-11,81.5,Certified
2161,1905,Data Privacy Essentials,Compliance,2025-03-04,85.4,Certified
2162,1905,HR Business Partnering,Leadership,2024-04-19,77.1,Certified
2163,1905,Effective Communication,Soft Skills,2023-01-19,76.8,Certified
2164,1905,Anti-Bribery & Compliance,Compliance,2024-12-16,72.2,Certified
2165,1905,Leading Through Change,Leadership,2024-11-16,93.9,Certified
2166,1906,Time Management,Soft Skills,2024-11-18,70.4,Certified
2167,1907,Time Management,Soft Skills,2024-11-08,87.5,Certified
2168,1907,HR Business Partnering,Leadership,2023-04-22,87.9,In Progress
2169,1907,Coaching for Managers,Leadership,2025-02-28,98.0,Certified
2170,1907,Leading Through Change,Leadership,2023-08-12,93.0,In Progress
2171,1907,Machine Learning Operations,Technical,2025-03-20,79.0,Certified
2172,1909,Data Privacy Essentials,Compliance,2024-01-23,78.4,Certified
2173,1910,Time Management,Soft Skills,2024-07-14,83.3,Certified
2174,1910,Workplace Safety,Compliance,2024-12-05,75.8,Certified
2175,1911,Negotiation Skills,Soft Skills,2023-04-21,99.0,Certified
2176,1911,Advanced System Design,Technical,2025-08-14,91.1,Certified
2177,1912,Anti-Bribery & Compliance,Compliance,2024-08-18,87.4,Certified
2178,1912,Data Privacy Essentials,Compliance,2025-05-19,77.0,Certified
2179,1912,Presentation Mastery,Soft Skills,2025-08-26,95.1,Certified
2180,1912,Data Visualization with BI Tools,Technical,2025-02-02,85.2,Certified
2181,1912,Advanced System Design,Technical,2023-01-26,70.2,Certified
2182,1913,Negotiation Skills,Soft Skills,2025-08-19,70.5,Certified
2183,1913,Leading Through Change,Leadership,2025-06-28,99.0,Certified
2184,1913,Effective Communication,Soft Skills,2024-09-13,71.1,Certified
2185,1913,Time Management,Soft Skills,2025-01-20,74.1,Certified
2186,1914,Data Privacy Essentials,Compliance,2024-09-08,82.1,Certified
2187,1914,Effective Communication,Soft Skills,2023-01-31,76.2,Certified
2188,1914,Data Visualization with BI Tools,Technical,2023-03-23,78.8,Certified
2189,1914,Time Management,Soft Skills,2025-02-19,91.3,Certified
2190,1914,Workplace Safety,Compliance,2024-07-14,80.3,In Progress
2191,1915,Cloud Architecture Fundamentals,Technical,2024-11-26,95.9,Certified
2192,1915,Time Management,Soft Skills,2024-05-08,69.1,In Progress
2193,1916,Presentation Mastery,Soft Skills,2024-06-14,84.9,In Progress
2194,1917,Negotiation Skills,Soft Skills,2024-07-28,76.8,Certified
2195,1918,Coaching for Managers,Leadership,2024-02-18,72.2,Certified
2196,1918,Leading Through Change,Leadership,2025-05-02,69.6,Not Certified
2197,1918,Negotiation Skills,Soft Skills,2023-06-11,75.7,In Progress
2198,1920,Negotiation Skills,Soft Skills,2023-01-04,84.0,In Progress
2199,1920,Effective Communication,Soft Skills,2023-04-12,96.0,In Progress
2200,1920,Coaching for Managers,Leadership,2024-01-01,71.3,In Progress
2201,1921,Presentation Mastery,Soft Skills,2024-11-11,91.9,Certified
2202,1921,Leading Through Change,Leadership,2023-02-05,85.5,Certified
2203,1922,Negotiation Skills,Soft Skills,2025-06-26,89.8,Certified
2204,1922,Cloud Architecture Fundamentals,Technical,2025-10-01,84.3,In Progress
2205,1923,Workplace Safety,Compliance,2025-07-30,90.0,Certified
2206,1924,Anti-Bribery & Compliance,Compliance,2024-09-20,83.1,Certified
2207,1924,Presentation Mastery,Soft Skills,2025-04-24,84.2,Certified
2208,1925,HR Business Partnering,Leadership,2024-10-12,86.0,Certified
2209,1925,Advanced System Design,Technical,2023-05-04,89.4,Certified
2210,1925,Negotiation Skills,Soft Skills,2023-07-05,87.5,Certified
2211,1925,Anti-Bribery & Compliance,Compliance,2024-05-15,86.9,In Progress
2212,1926,Workplace Safety,Compliance,2025-08-08,83.9,Certified
2213,1926,Negotiation Skills,Soft Skills,2024-03-01,88.0,In Progress
2214,1926,Time Management,Soft Skills,2023-10-09,88.0,In Progress
2215,1926,Machine Learning Operations,Technical,2024-12-12,57.6,In Progress
2216,1926,Coaching for Managers,Leadership,2023-12-21,84.6,Certified
2217,1927,Leading Through Change,Leadership,2024-07-10,78.2,Certified
2218,1928,Negotiation Skills,Soft Skills,2023-01-12,84.1,Certified
2219,1929,Machine Learning Operations,Technical,2023-07-02,96.0,Certified
2220,1929,Effective Communication,Soft Skills,2023-12-05,89.7,Certified
2221,1929,Coaching for Managers,Leadership,2023-03-02,87.7,Certified
2222,1930,Anti-Bribery & Compliance,Compliance,2024-12-29,90.7,In Progress
2223,1930,HR Business Partnering,Leadership,2024-07-17,80.2,Certified
2224,1930,Machine Learning Operations,Technical,2023-01-25,76.8,In Progress
2225,1930,Coaching for Managers,Leadership,2023-04-09,83.5,Certified
2226,1931,Cloud Architecture Fundamentals,Technical,2025-05-21,77.7,Certified
2227,1931,Data Visualization with BI Tools,Technical,2023-10-15,89.8,Certified
2228,1932,Advanced System Design,Technical,2025-03-20,81.6,Certified
2229,1932,Coaching for Managers,Leadership,2024-05-18,75.3,Certified
2230,1933,Data Privacy Essentials,Compliance,2023-05-06,87.3,Certified
2231,1933,Presentation Mastery,Soft Skills,2023-06-14,79.8,In Progress
2232,1933,Workplace Safety,Compliance,2024-05-30,81.4,Certified
2233,1933,Cloud Architecture Fundamentals,Technical,2025-01-13,77.2,Certified
2234,1933,Machine Learning Operations,Technical,2024-11-02,74.4,Certified
2235,1936,Coaching for Managers,Leadership,2025-01-27,66.2,In Progress
2236,1936,HR Business Partnering,Leadership,2024-07-06,85.5,Certified
2237,1937,Anti-Bribery & Compliance,Compliance,2025-04-04,80.4,Certified
2238,1937,Time Management,Soft Skills,2024-02-13,82.5,Certified
2239,1937,Leading Through Change,Leadership,2024-10-10,70.8,Certified
2240,1938,Effective Communication,Soft Skills,2025-05-03,70.3,Certified
2241,1938,HR Business Partnering,Leadership,2025-01-30,96.6,Certified
2242,1938,Anti-Bribery & Compliance,Compliance,2024-06-25,79.5,In Progress
2243,1939,Effective Communication,Soft Skills,2025-02-28,86.2,Certified
2244,1942,Data Visualization with BI Tools,Technical,2025-06-17,76.5,Certified
2245,1942,Presentation Mastery,Soft Skills,2023-01-27,83.5,Certified
2246,1943,Presentation Mastery,Soft Skills,2024-02-07,88.1,Certified
2247,1943,Advanced System Design,Technical,2023-09-26,90.6,Certified
2248,1943,Time Management,Soft Skills,2023-12-22,79.4,In Progress
2249,1943,Effective Communication,Soft Skills,2025-04-04,85.7,In Progress
2250,1944,Effective Communication,Soft Skills,2025-08-29,94.0,Certified
2251,1945,Data Privacy Essentials,Compliance,2025-04-19,80.0,Certified
2252,1945,Cloud Architecture Fundamentals,Technical,2023-02-23,85.1,Certified
2253,1946,Time Management,Soft Skills,2025-03-31,79.2,In Progress
2254,1947,Coaching for Managers,Leadership,2025-03-12,85.9,Certified
2255,1947,Data Visualization with BI Tools,Technical,2024-07-02,98.9,Certified
2256,1947,Negotiation Skills,Soft Skills,2025-06-20,76.0,In Progress
2257,1947,Time Management,Soft Skills,2024-05-29,80.7,Certified
2258,1947,Advanced System Design,Technical,2023-11-06,78.4,Certified
2259,1948,Data Visualization with BI Tools,Technical,2025-08-02,76.4,In Progress
2260,1948,Advanced System Design,Technical,2023-05-10,86.2,In Progress
2261,1950,Machine Learning Operations,Technical,2024-08-01,79.2,Certified
2262,1951,Machine Learning Operations,Technical,2024-03-01,72.8,In Progress
2263,1951,Negotiation Skills,Soft Skills,2023-05-12,99.0,Certified
2264,1953,Coaching for Managers,Leadership,2023-07-26,69.3,In Progress
2265,1954,Anti-Bribery & Compliance,Compliance,2024-06-30,81.1,In Progress
2266,1954,Machine Learning Operations,Technical,2024-06-22,82.3,In Progress
2267,1954,Time Management,Soft Skills,2023-04-14,78.1,Certified
2268,1954,Advanced System Design,Technical,2024-04-29,76.9,Certified
2269,1955,Leading Through Change,Leadership,2023-10-26,75.1,In Progress
2270,1955,Workplace Safety,Compliance,2023-12-18,79.8,Certified
2271,1955,HR Business Partnering,Leadership,2024-07-05,86.2,In Progress
2272,1955,Coaching for Managers,Leadership,2025-01-04,89.8,In Progress
2273,1956,Time Management,Soft Skills,2024-02-02,77.6,Certified
2274,1956,Data Visualization with BI Tools,Technical,2023-02-04,72.5,In Progress
2275,1957,Cloud Architecture Fundamentals,Technical,2025-01-27,93.5,In Progress
2276,1958,Machine Learning Operations,Technical,2024-12-30,80.1,Certified
2277,1958,HR Business Partnering,Leadership,2025-03-26,80.3,In Progress
2278,1958,Negotiation Skills,Soft Skills,2023-12-26,79.7,Certified
2279,1958,Advanced System Design,Technical,2025-01-15,73.6,In Progress
2280,1959,Effective Communication,Soft Skills,2023-03-01,71.2,Certified
2281,1959,Data Visualization with BI Tools,Technical,2023-06-04,76.6,In Progress
2282,1959,Cloud Architecture Fundamentals,Technical,2025-01-04,74.5,Certified
2283,1960,Machine Learning Operations,Technical,2024-12-04,68.7,In Progress
2284,1960,Effective Communication,Soft Skills,2023-08-24,97.8,Certified
2285,1960,Presentation Mastery,Soft Skills,2023-04-04,85.2,Certified
2286,1961,Time Management,Soft Skills,2024-03-20,73.1,Certified
2287,1961,Negotiation Skills,Soft Skills,2023-11-25,87.2,Certified
2288,1962,Effective Communication,Soft Skills,2024-11-08,94.0,Certified
2289,1962,Coaching for Managers,Leadership,2025-09-20,90.3,Certified
2290,1962,Time Management,Soft Skills,2023-12-26,66.6,Not Certified
2291,1963,Negotiation Skills,Soft Skills,2023-09-13,80.4,In Progress
2292,1963,Data Privacy Essentials,Compliance,2024-03-21,92.2,Certified
2293,1963,Data Visualization with BI Tools,Technical,2024-03-29,69.9,In Progress
2294,1963,HR Business Partnering,Leadership,2023-10-19,79.9,Certified
2295,1963,Effective Communication,Soft Skills,2023-04-07,75.3,Certified
2296,1964,Anti-Bribery & Compliance,Compliance,2025-03-30,82.5,Certified
2297,1964,Coaching for Managers,Leadership,2023-01-22,69.1,Not Certified
2298,1964,Cloud Architecture Fundamentals,Technical,2023-10-20,79.0,In Progress
2299,1965,Cloud Architecture Fundamentals,Technical,2025-01-16,79.2,Certified
2300,1965,Workplace Safety,Compliance,2024-06-19,78.6,Certified
2301,1966,Workplace Safety,Compliance,2023-04-17,86.7,Certified
2302,1966,Effective Communication,Soft Skills,2024-11-19,80.5,In Progress
2303,1967,Effective Communication,Soft Skills,2023-09-29,73.4,Certified
2304,1968,Cloud Architecture Fundamentals,Technical,2024-03-24,76.6,Certified
2305,1968,Coaching for Managers,Leadership,2025-06-01,76.6,Certified
2306,1969,Leading Through Change,Leadership,2024-02-07,82.8,In Progress
2307,1969,Data Privacy Essentials,Compliance,2023-09-20,87.6,Certified
2308,1969,Machine Learning Operations,Technical,2024-09-29,81.4,Certified
2309,1969,Cloud Architecture Fundamentals,Technical,2023-09-25,67.0,In Progress
2310,1969,Time Management,Soft Skills,2024-03-11,87.7,In Progress
2311,1970,Cloud Architecture Fundamentals,Technical,2024-06-12,87.6,In Progress
2312,1970,Time Management,Soft Skills,2025-08-20,87.9,Certified
2313,1971,Coaching for Managers,Leadership,2023-09-11,78.9,Certified
2314,1971,Workplace Safety,Compliance,2024-12-05,82.5,Certified
2315,1971,Cloud Architecture Fundamentals,Technical,2023-12-02,75.8,Certified
2316,1971,Machine Learning Operations,Technical,2024-10-19,72.6,Certified
2317,1972,Effective Communication,Soft Skills,2023-12-29,82.5,Certified
2318,1972,Negotiation Skills,Soft Skills,2023-09-24,81.2,In Progress
2319,1973,Effective Communication,Soft Skills,2024-06-14,73.7,In Progress
2320,1973,Data Privacy Essentials,Compliance,2023-04-28,82.8,Certified
2321,1973,Advanced System Design,Technical,2023-07-03,83.8,Certified
2322,1974,Advanced System Design,Technical,2023-07-21,93.7,Certified
2323,1974,Anti-Bribery & Compliance,Compliance,2024-10-14,78.1,Certified
2324,1975,Time Management,Soft Skills,2025-04-25,87.3,Certified
2325,1975,Cloud Architecture Fundamentals,Technical,2024-02-01,94.9,Certified
2326,1975,HR Business Partnering,Leadership,2024-11-10,78.1,Certified
2327,1975,Leading Through Change,Leadership,2023-11-13,84.8,Certified
2328,1975,Presentation Mastery,Soft Skills,2024-05-13,89.1,Certified
2329,1976,Presentation Mastery,Soft Skills,2023-04-12,80.6,Certified
2330,1976,Leading Through Change,Leadership,2024-10-22,85.5,Certified
2331,1977,Negotiation Skills,Soft Skills,2025-06-04,91.7,In Progress
2332,1977,Machine Learning Operations,Technical,2024-08-04,89.0,Certified
